#Digilent WaveForms Network Analyzer - Bode
#Device Name: ADP3450
#Serial Number: SN:210018B23D40
#Date Time: 2026-07-24 07:55:23.330
#Start: 500 Hz
#Stop: 1.02319e+06 Hz
#Steps: 501
#Wavegen: Wavegen C1
#Amplification: 0.1 X
#Settle: 100 ms
#MinPeriods: 16 
#Channel: Channel 2
#Range: 21.9572 V
#Offset: -0.000630704 V
#Relative: yes
#Channel: Channel 3
#Range: 21.8563 V
#Offset: -0.000101478 V
#Relative: no
#Channel: Reference 1
#Start: 50000 Hz
#Stop: 1.02319e+06 Hz
#Steps: 101
#Relative: no
#Wavegen Channel 2: Enabled
#Mode: Simple
#Type: Triangle
#Frequency: 10 kHz
#Period: 100 us
#Amplitude: 1 V
#Offset: 1.65 V
#Symmetry: 50 %
#Phase: 270 °

Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg),Channel 3 Magnitude (dB),Reference 1 Magnitude (dB),Reference 1 Phase (deg)
500.0000000000005,0.2191554087788104,0.2826733844458289,19.5441704075133,,
507.6822483165097,0.2259512591199142,0.2854454673533127,19.53072886810247,,
515.4825305114126,0.2329515751707204,0.2877292417163346,19.51673459745568,,
523.402660115835,0.2403327065810173,0.2901109060649958,19.50223551669014,,
531.4444785248977,0.247676704337969,0.2948327490208129,19.48754670812249,,
539.6098554258298,0.2557063294520063,0.2957978467497497,19.47194948523271,,
547.9006892326641,0.2635578929316543,0.2982889370739201,19.45604347706275,,
556.318907527608,0.2717603132012848,0.3010462543304442,19.43962586628249,,
564.8664675092004,0.2801177483399087,0.3034228605534892,19.42296286672248,,
573.5453564473507,0.2893503559351542,0.3061036630368648,19.40591471956185,,
582.3575921453699,0.2979963975787706,0.3087892846940292,19.38838927581599,,
591.3052234091003,0.3072387187492746,0.3117303524643091,19.36977160038198,,
600.3903305232558,0.3169761792930861,0.3148413576807485,19.35027245638938,,
609.6150257350779,0.3269641730989046,0.3158623680852131,19.33057286025565,,
618.981453745422,0.3371822544911011,0.3189765834991078,19.31133696525152,,
628.4917922073945,0.3476864810709391,0.3216094606370774,19.2905895631434,,
638.1482522326447,0.3584534298956877,0.3231475109245707,19.2687930271967,,
647.9530789054405,0.3698743386167719,0.3261867958342819,19.2463082799172,,
657.9085518046372,0.3812186850863255,0.3275698026949811,19.22471152913067,,
668.0169855336736,0.3934468051158471,0.3296396133756332,19.20076563280671,,
678.280730258705,0.4056029240602858,0.3311406067920188,19.17634759858159,,
688.702172255007,0.4183093105387534,0.3340185351437697,19.1519723688259,,
699.2837344617716,0.4317522924040015,0.3354990255104582,19.12607092338174,,
710.0278770454341,0.4448122181892382,0.3369050413181469,19.09915484457748,,
720.9370979716488,0.4592447591764036,0.3388677999249836,19.06908935904436,,
732.0139335860523,0.4732556704571361,0.34053377129338,19.03111650050376,,
743.2609592039578,0.4882463616008396,0.3432155279930313,18.98411848523497,,
754.6807897091012,0.5035061199194466,0.344437761842471,18.93675141097052,,
766.2760801615913,0.5195754389274403,0.3464760486890412,18.87537063113194,,
778.0495264151967,0.5357916580784954,0.347245773594075,18.80941914455446,,
790.0038657441247,0.5523874129650592,0.3463888946877631,18.74095267518707,,
802.141877479422,0.5698342021597083,0.3504741478726814,18.66172515823747,,
814.4663836551586,0.5876495146123032,0.349582857387901,18.58962684501545,,
826.9802496645349,0.606355997607272,0.3514773713415451,18.50756192924215,,
839.6863849260786,0.6252369729192032,0.3528192226992957,18.42330839475693,,
852.5877435600677,0.645112456078472,0.3529593643068125,18.33576492636903,,
865.6873250753484,0.6655849400723873,0.3533537853306328,18.24327970026867,,
878.9881750667154,0.6867514838313797,0.3544075537115674,18.15100412865369,,
892.4933859229919,0.7084225382858094,0.3542111263998322,18.0507469935912,,
906.2060975459972,0.7308404095169679,0.3542207668181447,17.95470271130227,,
920.1294980805635,0.7542376882646995,0.3543503995695403,17.84654658786535,,
934.2668246557633,0.7783039333806142,0.3545375405607416,17.74677703449781,,
948.6213641375286,0.803039278304014,0.3546847634945749,17.63280199271103,,
963.1964538928293,0.8288123609813651,0.3532688628541507,17.52831227784737,,
977.995482565601,0.8555191828438882,0.3522779612934386,17.40933070764249,,
993.0218908645875,0.8832486712988334,0.3521005915163755,17.29888922393948,,
1008.279172363291,0.9117429302742014,0.3521566427764355,17.17630480636679,,
1023.77087431221,0.9410438194965181,0.3520509870226647,17.05969732452712,,
1039.500598463562,0.970883713585531,0.3498544835508994,16.93471812047081,,
1055.472001908678,1.002446007209833,0.3472027282871863,16.81061913185665,,
1071.688797928249,1.034675103393957,0.3464965015089234,16.68217716930396,,
1088.154756855661,1.068314252321374,0.3446235991368383,16.54160393079858,,
1104.873706953573,1.102438368508353,0.3440113009880861,16.41936702853301,,
1121.849535303973,1.138322361794117,0.3409906781169241,16.2718740318122,,
1139.086188711904,1.175205876500435,0.3377163939683072,16.1452548054457,,
1156.587674623086,1.213755549427642,0.3354418127091208,16.00129668055381,,
1174.358062055624,1.252762760643187,0.3335485690065525,15.8614622238045,,
1192.401482546037,1.294161618319871,0.3291400189678484,15.71598270076017,,
1210.722131109821,1.336288009000513,0.3249692060250311,15.55224767164094,,
1229.324267216779,1.38033797361148,0.3219684008015378,15.4165559254254,,
1248.212215781321,1.424615747400505,0.3173989540497217,15.26172069449472,,
1267.390368167985,1.47115346051768,0.3113673156813377,15.10459361373126,,
1286.863183212423,1.519397360028515,0.3085243817310328,14.95071350032103,,
1306.635188258045,1.569648200483859,0.3034548193328064,14.78082699175406,,
1326.710980208621,1.621424439993477,0.2980485522704157,14.62484530957763,,
1347.095226597025,1.675354852203292,0.2929509661709346,14.45861255473739,,
1367.79266667043,1.731565881150195,0.2875588702543794,14.27322593718057,,
1388.808112492156,1.788878339310011,0.2787191323736238,14.11564053124419,,
1410.146450060452,1.849139002961464,0.2739900719092248,13.93994609279158,,
1431.812640444469,1.911251779010974,0.2651482884960501,13.74749094797024,,
1453.811720937691,1.976078955723274,0.2567296029098429,13.57901951775208,,
1476.148806229083,2.043549666411258,0.2471702915844105,13.39394646742195,,
1498.829089592224,2.113590901410894,0.2411361864465675,13.18955679801529,,
1521.857844092734,2.186137740436791,0.2335105856762425,13.01352422000746,,
1545.24042381423,2.260663205902857,0.2202579417980388,12.81928481776322,,
1568.982265103129,2.339773519034283,0.2108316357959126,12.60929800044902,,
1593.088887832572,2.422062315101697,0.1995866195916278,12.41539685984994,,
1617.565896685775,2.506830122224758,0.1874579585650338,12.20933239370591,,
1642.418982459089,2.595157182527803,0.1739452413736018,11.99609757671938,,
1667.653923385089,2.687493219475245,0.1612329859552801,11.77989926864995,,
1693.276586475979,2.783781884642793,0.149953562328534,11.56461787192532,,
1719.292928887659,2.883143380239143,0.1346587966574617,11.34209041862602,,
1745.708999304728,2.986904526269546,0.1224938352851552,11.1016129365441,,
1772.530939346775,3.094474977691045,0.1065719658280386,10.88171839627034,,
1799.76498499629,3.207422891945,0.08743203151919943,10.64356201550594,,
1827.41746804849,3.325438422339268,0.07011753509651442,10.40019031875297,,
1855.494817583441,3.448492788505444,0.05045021529446103,10.14113556838342,,
1884.003561460785,3.577325550844282,0.02992561191797449,9.897335383671612,,
1912.950327837444,3.711605126399884,0.006572699404273408,9.635953083765852,,
1942.341846708636,3.852308940765514,-0.0180177496656313,9.367950418017569,,
1972.184951472562,4.000312775747891,-0.04344042369157819,9.083083460149378,,
2002.486580519152,4.155903994055647,-0.06941782128700424,8.810842453397386,,
2033.253778843203,4.318260598693869,-0.1004652450774302,8.519753715496766,,
2064.493699682314,4.489517654972061,-0.1323801734540808,8.220871569932202,,
2096.213606179971,4.669782265559331,-0.1684741420891953,7.897940448554282,,
2128.420873074211,4.859649368271081,-0.2054597594605241,7.593466671460653,,
2161.122988412208,5.059336862014121,-0.2431334641771059,7.264050460595893,,
2194.327555291206,5.270633737641564,-0.2882335066486803,6.924291175838188,,
2228.042293626218,5.493647125534271,-0.3353389346364821,6.569363988643035,,
2262.275041944861,5.729990267272532,-0.3873491027784155,6.201159246885499,,
2297.033759209787,5.980413303715703,-0.4365217490087332,5.82544183157114,,
2332.326526669096,6.24571726740038,-0.5010211983079671,5.429509733104406,,
2368.161549735203,6.528679369874042,-0.5642951079772445,5.016571676810901,,
2404.547159892554,6.829249589045398,-0.6357541958832513,4.580615308792227,,
2441.49181663466,7.150675103601218,-0.7160395800027146,4.129250667545387,,
2479.004109430885,7.495402162945343,-0.802079794921184,3.656126555046923,,
2517.092759723475,7.864322725788833,-0.9028691380875102,3.155554313802581,,
2555.766622955245,8.262461035382225,-1.009033076970184,2.625085014582375,,
2595.034690628422,8.693419859638068,-1.136185821909947,2.060988380339706,,
2634.906092395148,9.160337022821514,-1.284951757939453,1.456144004598793,,
2675.390098180073,9.67248031533487,-1.450773262949554,0.8191966669270379,,
2716.496120335575,10.22877481171602,-1.641620624338344,0.1292742485465548,,
2758.233715830079,10.84545375250455,-1.879340778042689,-0.6223082213925395,,
2800.612588470029,11.5320204656884,-2.140521298632592,-1.439102690784041,,
2843.642591155966,12.29863623828584,-2.483450742337581,-2.344446878821428,,
2887.333728173293,13.16795776987944,-2.896323533854584,-3.34476263786003,,
2931.696157518213,14.1670151831468,-3.452729086715976,-4.475574796058675,,
2976.740193259434,15.32977170743268,-4.158933080325511,-5.771959406273544,,
3022.476307936143,16.71844876501365,-5.142151347975911,-7.302622745112516,,
3068.915134992807,18.42723770001566,-6.600884429416055,-9.138095093534268,,
3116.067471251423,20.61037041265773,-8.928579771161523,-11.45756723432617,,
3163.944279421724,23.61741779222346,-13.33566560569334,-14.60351555857205,,
3212.556690649961,28.22779698462969,-24.39757029871495,-19.34276582308553,,
3261.916007106833,34.99412050026975,-71.22244201187523,-26.24578138118055,,
3312.033704615216,30.27140315328029,-144.7567645545206,-21.66093089231132,,
3362.92143531822,24.51257476798869,-161.783582455436,-16.03833264191145,,
3414.591030388276,20.80876900664772,-167.687865217029,-12.46719084462698,,
3467.054502777812,18.11479033674848,-170.5442971255788,-9.912693388584573,,
3520.324050012234,15.98880014618407,-172.2526154927025,-7.92450296786151,,
3574.412057025785,14.23228490194524,-173.3829500851793,-6.300856820050111,,
3629.331099040978,12.727018840621,-174.19298898592,-4.933210378237912,,
3685.093944492303,11.40617937104018,-174.7700766347072,-3.753899206089271,,
3741.713557994812,10.2267966065601,-175.229247420606,-2.710385075377765,,
3799.203103358347,9.158305017217844,-175.6044097875529,-1.777999417515419,,
3857.575946648049,8.178982295301491,-175.8940125749143,-0.9358594199346879,,
3916.845659291937,7.269039536489904,-176.1349292162315,-0.1709359426263824,,
3977.026021236186,6.419875240562662,-176.3446062486914,0.5441365669429912,,
4038.131024148896,5.630865515204614,-176.5262232122244,1.195090502677699,,
4100.17487467312,4.878358835779897,-176.6727882125697,1.807773277987303,,
4163.171997729823,4.165196035464661,-176.8013434183959,2.370186247267409,,
4227.137039871624,3.488681341792452,-176.9066499632484,2.917163058471545,,
4292.084872688039,2.839620789937162,-177.0071297053613,3.425131897724661,,
4358.030596263085,2.218449996711848,-177.1029882460766,3.904862216799442,,
4424.98954268596,1.620064786768681,-177.1718543142438,4.361380073529672,,
4492.977279615705,1.043256771673939,-177.2426300353276,4.781738419699861,,
4562.00961390059,0.4842024335508813,-177.3045342810709,5.212712188347977,,
4632.102595253164,-0.05728522840743334,-177.3584570786657,5.611149028282284,,
4703.272519981732,-0.5828022969234756,-177.4029451451595,5.994573158134395,,
4775.53593477916,-1.091878372905154,-177.4550669033206,6.347821357267042,,
4848.909640569934,-1.589046920723992,-177.4895710724213,6.713350438457075,,
4923.410696416282,-2.074463418773697,-177.5261283579385,7.054037380383816,,
4999.056423484342,-2.549514892380681,-177.5550434456284,7.382170347400611,,
5075.864409071238,-3.011545131873056,-177.5868120386698,7.699045188450029,,
5153.852510694071,-3.463870704170122,-177.6086876003785,8.009403359787523,,
5233.038860241704,-3.908449481902194,-177.6366440945336,8.296869978413206,,
5313.441868190348,-4.345633430561628,-177.6490398873609,8.598437366660134,,
5395.080227883899,-4.775266394841252,-177.6707188113962,8.880634038860274,,
5477.972919880086,-5.196095256439818,-177.6843928546879,9.155639232536769,,
5562.139216363356,-5.608341330816534,-177.6995249091084,9.40538169720848,,
5647.598685625551,-6.01881500757109,-177.7054493831429,9.68128075995523,,
5734.371196615485,-6.421509362259073,-177.721554278103,9.93495685596811,,
5822.476923558363,-6.816910644181057,-177.7354618024182,10.18098349493372,,
5911.936350646209,-7.207976345785967,-177.7348164248058,10.41878654943094,,
6002.770276800334,-7.596065796928897,-177.7416261157012,10.66019630722708,,
6094.999820507015,-7.978510676139653,-177.7401983894144,10.89129616619287,,
6188.646424727444,-8.356467387688118,-177.7514701488554,11.11724301330743,,
6283.731861883118,-8.730971307666261,-177.7569115704991,11.3265388560921,,
6380.278238917812,-9.100283252527783,-177.7487409259753,11.55539294595955,,
6478.308002437387,-9.466626697659921,-177.742846835881,11.76759103608919,,
6577.843943928499,-9.831984313393843,-177.7485220078507,11.97701429673912,,
6678.909205057511,-10.19095965785986,-177.7380259073496,12.16685124121726,,
6781.527283050853,-10.54617833260557,-177.7285062438268,12.38227090139188,,
6885.722036158012,-10.89906693135093,-177.7342575782457,12.57858903834484,,
6991.517689198464,-11.25177165494338,-177.7256606859399,12.77096002781994,,
7098.938839193843,-11.60081499133433,-177.7143953030564,12.95874854287138,,
7208.010461086641,-11.94769693948311,-177.7096327331016,13.14973030717401,,
